_id	quality	qualityColor	equipType	addAttack	addDefend	addAgility	addLuck	addBlood	addBloodPercent	addThew	addDamage	addSkin	sex	autoDirection	sAutoDirection	specialAction	radius	sRadius	expSe	power	bullet	icon	name	info	slot	avatar	typeName	userLevel	canBeRewarded	
2551	1	WHITE	138	0	21	10	15	0	0	0	0	21	FEMALE	0	0	0	0	0	0	28		Female_hat0007	青铜●狸猫帽	变，变，变！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s007" , "layer" : "hat"}]	255	10	true	
2552	1	WHITE	138	0	41	20	30	0	0	0	0	41	FEMALE	0	0	0	0	0	0	59		Female_hat0007	赤钢●狸猫帽	变，变，变！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s007" , "layer" : "hat"}]	255	20	true	
2553	1	WHITE	138	0	61	30	46	0	0	0	0	61	FEMALE	0	0	0	0	0	0	95		Female_hat0007	白银●狸猫帽	变，变，变！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s007" , "layer" : "hat"}]	255	30	true	
2554	1	WHITE	138	0	82	41	61	0	0	0	0	82	FEMALE	0	0	0	0	0	0	136		Female_hat0007	黄金●狸猫帽	变，变，变！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s007" , "layer" : "hat"}]	255	40	true	
2555	1	WHITE	138	0	102	51	76	0	0	0	0	102	FEMALE	0	0	0	0	0	0	179		Female_hat0007	琥珀●狸猫帽	变，变，变！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s007" , "layer" : "hat"}]	255	50	true	
2556	1	WHITE	138	0	123	61	92	0	0	0	0	123	FEMALE	0	0	0	0	0	0	229		Female_hat0007	翡翠●狸猫帽	变，变，变！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s007" , "layer" : "hat"}]	255	60	true	
2557	1	WHITE	138	0	143	71	107	0	0	0	0	143	FEMALE	0	0	0	0	0	0	280		Female_hat0007	水晶●狸猫帽	变，变，变！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s007" , "layer" : "hat"}]	255	70	true	
2558	1	WHITE	138	0	163	82	123	0	0	0	0	163	FEMALE	0	0	0	0	0	0	337		Female_hat0007	钻石●狸猫帽	变，变，变！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s007" , "layer" : "hat"}]	255	80	true	
2559	1	WHITE	138	0	184	92	138	0	0	0	0	184	FEMALE	0	0	0	0	0	0	399		Female_hat0007	神圣●狸猫帽	变，变，变！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s007" , "layer" : "hat"}]	255	90	true	
256	1	WHITE	139	0	172	51	61	0	0	0	0	172	MALE	0	0	0	0	0	0	301		Male_glass0030	翡翠●尖啸的鬼脸	尖啸的鬼脸，渗透着扭曲的恐惧。	GLASSES	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_glasses_s030" , "layer" : "glasses"}]	25	60	true	
2560	1	WHITE	138	0	6	8	9	0	0	0	0	6	FEMALE	0	0	0	0	0	0	8		Female_hat0008	黑铁●熊猫帽	我是国宝！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s008" , "layer" : "hat"}]	256	0	true	
2561	1	WHITE	138	0	10	13	15	0	0	0	0	10	FEMALE	0	0	0	0	0	0	14		Female_hat0008	青铜●熊猫帽	我是国宝！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s008" , "layer" : "hat"}]	256	10	true	
2562	1	WHITE	138	0	21	27	30	0	0	0	0	21	FEMALE	0	0	0	0	0	0	32		Female_hat0008	赤钢●熊猫帽	我是国宝！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s008" , "layer" : "hat"}]	256	20	true	
2563	1	WHITE	138	0	30	41	46	0	0	0	0	30	FEMALE	0	0	0	0	0	0	50		Female_hat0008	白银●熊猫帽	我是国宝！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s008" , "layer" : "hat"}]	256	30	true	
2568	1	WHITE	138	0	82	109	123	0	0	0	0	82	FEMALE	0	0	0	0	0	0	190		Female_hat0008	钻石●熊猫帽	我是国宝！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s008" , "layer" : "hat"}]	256	80	true	
2569	1	WHITE	138	0	91	123	138	0	0	0	0	91	FEMALE	0	0	0	0	0	0	223		Female_hat0008	神圣●熊猫帽	我是国宝！	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s008" , "layer" : "hat"}]	256	90	true	
257	1	WHITE	139	0	201	59	71	0	0	0	0	201	MALE	0	0	0	0	0	0	368		Male_glass0030	水晶●尖啸的鬼脸	尖啸的鬼脸，渗透着扭曲的恐惧。	GLASSES	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_glasses_s030" , "layer" : "glasses"}]	25	70	true	
2570	1	WHITE	138	0	9	9	6	0	0	0	0	9	FEMALE	0	0	0	0	0	0	12		Female_hat0009	黑铁●街舞帽	还有谁比你更炫么	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s009" , "layer" : "hat"}]	257	0	true	
2571	1	WHITE	138	0	13	15	10	0	0	0	0	13	FEMALE	0	0	0	0	0	0	18		Female_hat0009	青铜●街舞帽	还有谁比你更炫么	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s009" , "layer" : "hat"}]	257	10	true	
2572	1	WHITE	138	0	28	30	20	0	0	0	0	28	FEMALE	0	0	0	0	0	0	43		Female_hat0009	赤钢●街舞帽	还有谁比你更炫么	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s009" , "layer" : "hat"}]	257	20	true	
2573	1	WHITE	138	0	42	46	30	0	0	0	0	42	FEMALE	0	0	0	0	0	0	71		Female_hat0009	白银●街舞帽	还有谁比你更炫么	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s009" , "layer" : "hat"}]	257	30	true	
2574	1	WHITE	138	0	57	61	41	0	0	0	0	57	FEMALE	0	0	0	0	0	0	105		Female_hat0009	黄金●街舞帽	还有谁比你更炫么	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s009" , "layer" : "hat"}]	257	40	true	
2575	1	WHITE	138	0	71	76	51	0	0	0	0	71	FEMALE	0	0	0	0	0	0	140		Female_hat0009	琥珀●街舞帽	还有谁比你更炫么	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s009" , "layer" : "hat"}]	257	50	true	
2576	1	WHITE	138	0	85	92	61	0	0	0	0	85	FEMALE	0	0	0	0	0	0	181		Female_hat0009	翡翠●街舞帽	还有谁比你更炫么	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s009" , "layer" : "hat"}]	257	60	true	
2577	1	WHITE	138	0	100	107	71	0	0	0	0	100	FEMALE	0	0	0	0	0	0	227		Female_hat0009	水晶●街舞帽	还有谁比你更炫么	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s009" , "layer" : "hat"}]	257	70	true	
2578	1	WHITE	138	0	114	123	82	0	0	0	0	114	FEMALE	0	0	0	0	0	0	277		Female_hat0009	钻石●街舞帽	还有谁比你更炫么	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s009" , "layer" : "hat"}]	257	80	true	
2579	1	WHITE	138	0	129	138	92	0	0	0	0	129	FEMALE	0	0	0	0	0	0	332		Female_hat0009	神圣●街舞帽	还有谁比你更炫么	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s009" , "layer" : "hat"}]	257	90	true	
258	1	WHITE	139	0	229	68	82	0	0	0	0	229	MALE	0	0	0	0	0	0	439		Male_glass0030	钻石●尖啸的鬼脸	尖啸的鬼脸，渗透着扭曲的恐惧。	GLASSES	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_glasses_s030" , "layer" : "glasses"}]	25	80	true	
2580	1	WHITE	138	0	7	8	7	0	0	0	0	7	FEMALE	0	0	0	0	0	0	9		Female_hat0010	黑铁●爱心牛仔帽	哎呦，不错哦	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s010" , "layer" : "hat"}]	258	0	true	
2581	1	WHITE	138	0	12	13	11	0	0	0	0	12	FEMALE	0	0	0	0	0	0	17		Female_hat0010	青铜●爱心牛仔帽	哎呦，不错哦	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s010" , "layer" : "hat"}]	258	10	true	
2582	1	WHITE	138	0	24	27	23	0	0	0	0	24	FEMALE	0	0	0	0	0	0	36		Female_hat0010	赤钢●爱心牛仔帽	哎呦，不错哦	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s010" , "layer" : "hat"}]	258	20	true	
2583	1	WHITE	138	0	36	41	35	0	0	0	0	36	FEMALE	0	0	0	0	0	0	59		Female_hat0010	白银●爱心牛仔帽	哎呦，不错哦	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s010" , "layer" : "hat"}]	258	30	true	
2584	1	WHITE	138	0	49	54	47	0	0	0	0	49	FEMALE	0	0	0	0	0	0	87		Female_hat0010	黄金●爱心牛仔帽	哎呦，不错哦	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s010" , "layer" : "hat"}]	258	40	true	
2585	1	WHITE	138	0	61	68	59	0	0	0	0	61	FEMALE	0	0	0	0	0	0	116		Female_hat0010	琥珀●爱心牛仔帽	哎呦，不错哦	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s010" , "layer" : "hat"}]	258	50	true	
2586	1	WHITE	138	0	73	82	71	0	0	0	0	73	FEMALE	0	0	0	0	0	0	149		Female_hat0010	翡翠●爱心牛仔帽	哎呦，不错哦	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s010" , "layer" : "hat"}]	258	60	true	
2587	1	WHITE	138	0	85	95	83	0	0	0	0	85	FEMALE	0	0	0	0	0	0	184		Female_hat0010	水晶●爱心牛仔帽	哎呦，不错哦	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s010" , "layer" : "hat"}]	258	70	true	
2588	1	WHITE	138	0	99	109	95	0	0	0	0	99	FEMALE	0	0	0	0	0	0	228		Female_hat0010	钻石●爱心牛仔帽	哎呦，不错哦	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s010" , "layer" : "hat"}]	258	80	true	
2589	1	WHITE	138	0	111	123	107	0	0	0	0	111	FEMALE	0	0	0	0	0	0	271		Female_hat0010	神圣●爱心牛仔帽	哎呦，不错哦	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s010" , "layer" : "hat"}]	258	90	true	
259	1	WHITE	139	0	258	76	92	0	0	0	0	258	MALE	0	0	0	0	0	0	515		Male_glass0030	神圣●尖啸的鬼脸	尖啸的鬼脸，渗透着扭曲的恐惧。	GLASSES	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_glasses_s030" , "layer" : "glasses"}]	25	90	true	
2590	1	WHITE	138	0	7	5	10	0	0	0	0	7	FEMALE	0	0	0	0	0	0	9		Female_hat0011	黑铁●植物帽	你玩过植物大战僵尸么，那么你的头上需要一个植物	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s011" , "layer" : "hat"}]	259	0	true	
2591	1	WHITE	138	0	12	8	17	0	0	0	0	12	FEMALE	0	0	0	0	0	0	16		Female_hat0011	青铜●植物帽	你玩过植物大战僵尸么，那么你的头上需要一个植物	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s011" , "layer" : "hat"}]	259	10	true	
2592	1	WHITE	138	0	24	17	34	0	0	0	0	24	FEMALE	0	0	0	0	0	0	34		Female_hat0011	赤钢●植物帽	你玩过植物大战僵尸么，那么你的头上需要一个植物	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s011" , "layer" : "hat"}]	259	20	true	
2593	1	WHITE	138	0	36	25	51	0	0	0	0	36	FEMALE	0	0	0	0	0	0	54		Female_hat0011	白银●植物帽	你玩过植物大战僵尸么，那么你的头上需要一个植物	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s011" , "layer" : "hat"}]	259	30	true	
2594	1	WHITE	138	0	49	34	68	0	0	0	0	49	FEMALE	0	0	0	0	0	0	78		Female_hat0011	黄金●植物帽	你玩过植物大战僵尸么，那么你的头上需要一个植物	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s011" , "layer" : "hat"}]	259	40	true	
2595	1	WHITE	138	0	61	42	85	0	0	0	0	61	FEMALE	0	0	0	0	0	0	102		Female_hat0011	琥珀●植物帽	你玩过植物大战僵尸么，那么你的头上需要一个植物	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s011" , "layer" : "hat"}]	259	50	true	
2596	1	WHITE	138	0	73	51	102	0	0	0	0	73	FEMALE	0	0	0	0	0	0	129		Female_hat0011	翡翠●植物帽	你玩过植物大战僵尸么，那么你的头上需要一个植物	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s011" , "layer" : "hat"}]	259	60	true	
2597	1	WHITE	138	0	85	59	119	0	0	0	0	85	FEMALE	0	0	0	0	0	0	158		Female_hat0011	水晶●植物帽	你玩过植物大战僵尸么，那么你的头上需要一个植物	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s011" , "layer" : "hat"}]	259	70	true	
2598	1	WHITE	138	0	99	68	136	0	0	0	0	99	FEMALE	0	0	0	0	0	0	193		Female_hat0011	钻石●植物帽	你玩过植物大战僵尸么，那么你的头上需要一个植物	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s011" , "layer" : "hat"}]	259	80	true	
2599	1	WHITE	138	0	111	76	153	0	0	0	0	111	FEMALE	0	0	0	0	0	0	225		Female_hat0011	神圣●植物帽	你玩过植物大战僵尸么，那么你的头上需要一个植物	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hat_s011" , "layer" : "hat"}]	259	90	true	
26	1	WHITE	139	0	85	133	51	0	0	0	0	85	FEMALE	0	0	0	0	0	0	213		Female_glass0001	翡翠●太阳镜	抵御紫外线	GLASSES	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_glasses_s001" , "layer" : "glasses"}]	2	60	true	
260	1	WHITE	134	0	7	5	14	0	0	0	0	7	FEMALE	0	0	0	0	0	0	9		Female_deco0004	黑铁●自然之赐	清雅的微风带走你的思念	DECORATION	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_decoration_s004" , "layer" : "decoration"}]	26	0	true	
2600	1	WHITE	138	0	7	5	13	0	0	0	0	7	MALE	0	0	0	0	0	0	9		Male_hat0001	黑铁●炙热街舞	独特的头巾，街舞少年的最爱	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s001" , "layer" : "hat"}]	260	0	true	
2601	1	WHITE	138	0	12	8	22	0	0	0	0	12	MALE	0	0	0	0	0	0	16		Male_hat0001	青铜●炙热街舞	独特的头巾，街舞少年的最爱	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s001" , "layer" : "hat"}]	260	10	true	
2602	1	WHITE	138	0	24	17	44	0	0	0	0	24	MALE	0	0	0	0	0	0	34		Male_hat0001	赤钢●炙热街舞	独特的头巾，街舞少年的最爱	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s001" , "layer" : "hat"}]	260	20	true	
2603	1	WHITE	138	0	36	25	66	0	0	0	0	36	MALE	0	0	0	0	0	0	54		Male_hat0001	白银●炙热街舞	独特的头巾，街舞少年的最爱	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s001" , "layer" : "hat"}]	260	30	true	
2604	1	WHITE	138	0	49	34	88	0	0	0	0	49	MALE	0	0	0	0	0	0	79		Male_hat0001	黄金●炙热街舞	独特的头巾，街舞少年的最爱	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s001" , "layer" : "hat"}]	260	40	true	
2605	1	WHITE	138	0	61	42	111	0	0	0	0	61	MALE	0	0	0	0	0	0	103		Male_hat0001	琥珀●炙热街舞	独特的头巾，街舞少年的最爱	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s001" , "layer" : "hat"}]	260	50	true	
2606	1	WHITE	138	0	73	51	133	0	0	0	0	73	MALE	0	0	0	0	0	0	130		Male_hat0001	翡翠●炙热街舞	独特的头巾，街舞少年的最爱	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s001" , "layer" : "hat"}]	260	60	true	
2607	1	WHITE	138	0	85	59	155	0	0	0	0	85	MALE	0	0	0	0	0	0	159		Male_hat0001	水晶●炙热街舞	独特的头巾，街舞少年的最爱	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s001" , "layer" : "hat"}]	260	70	true	
2608	1	WHITE	138	0	99	68	177	0	0	0	0	99	MALE	0	0	0	0	0	0	195		Male_hat0001	钻石●炙热街舞	独特的头巾，街舞少年的最爱	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s001" , "layer" : "hat"}]	260	80	true	
2609	1	WHITE	138	0	111	76	200	0	0	0	0	111	MALE	0	0	0	0	0	0	228		Male_hat0001	神圣●炙热街舞	独特的头巾，街舞少年的最爱	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s001" , "layer" : "hat"}]	260	90	true	
261	1	WHITE	134	0	12	8	23	0	0	0	0	12	FEMALE	0	0	0	0	0	0	16		Female_deco0004	青铜●自然之赐	清雅的微风带走你的思念	DECORATION	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_decoration_s004" , "layer" : "decoration"}]	26	10	true	
2610	1	WHITE	138	0	10	6	9	0	0	0	0	10	MALE	0	0	0	0	0	0	13		Male_hat0002	黑铁●九局下半	我把帽子反带，还在期待逆转	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s002" , "layer" : "hat"}]	261	0	true	
2611	1	WHITE	138	0	16	10	15	0	0	0	0	16	MALE	0	0	0	0	0	0	22		Male_hat0002	青铜●九局下半	我把帽子反带，还在期待逆转	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s002" , "layer" : "hat"}]	261	10	true	
2612	1	WHITE	138	0	33	20	30	0	0	0	0	33	MALE	0	0	0	0	0	0	48		Male_hat0002	赤钢●九局下半	我把帽子反带，还在期待逆转	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s002" , "layer" : "hat"}]	261	20	true	
2613	1	WHITE	138	0	49	30	46	0	0	0	0	49	MALE	0	0	0	0	0	0	76		Male_hat0002	白银●九局下半	我把帽子反带，还在期待逆转	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s002" , "layer" : "hat"}]	261	30	true	
2614	1	WHITE	138	0	65	41	61	0	0	0	0	65	MALE	0	0	0	0	0	0	108		Male_hat0002	黄金●九局下半	我把帽子反带，还在期待逆转	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s002" , "layer" : "hat"}]	261	40	true	
2615	1	WHITE	138	0	82	51	76	0	0	0	0	82	MALE	0	0	0	0	0	0	144		Male_hat0002	琥珀●九局下半	我把帽子反带，还在期待逆转	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s002" , "layer" : "hat"}]	261	50	true	
2616	1	WHITE	138	0	99	61	92	0	0	0	0	99	MALE	0	0	0	0	0	0	184		Male_hat0002	翡翠●九局下半	我把帽子反带，还在期待逆转	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s002" , "layer" : "hat"}]	261	60	true	
2617	1	WHITE	138	0	114	71	107	0	0	0	0	114	MALE	0	0	0	0	0	0	223		Male_hat0002	水晶●九局下半	我把帽子反带，还在期待逆转	HAT	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_hat_s002" , "layer" : "hat"}]	261	70	true	
